epoch,train loss,train acc
0,1.636394962351373,0.519032579787234
1,0.6759610946508164,0.7825243794326242
2,0.5441517693565247,0.8246066046099291
3,0.48148525078245935,0.8415336879432624
4,0.4411386254620045,0.8582114361702128
5,0.42187190404597746,0.8603446365248226
6,0.40484324747577627,0.8638353280141844
7,0.3829077972059554,0.8712876773049646
8,0.37876904898501457,0.8739195478723404
9,0.3604953763015727,0.8766622340425532
10,0.34694640718876046,0.8838929521276596
11,0.33634172443379745,0.8878823138297872
12,0.3364552473451229,0.8838652482269503
13,0.32333681526336266,0.8914561170212766
14,0.32098230893941637,0.8934230939716311
15,0.31150726387475397,0.8949468085106383
16,0.3136123331620338,0.8942265070921986
17,0.3082070602698529,0.895029920212766
18,0.30714926963790934,0.8932291666666667
19,0.2968239129540768,0.898936170212766
20,0.2962978551996515,0.899185505319149
21,0.2913930950329659,0.9028701241134752
22,0.2930782283557222,0.9005984042553191
23,0.2913143387500276,0.8984929078014184
24,0.281427115836042,0.9038397606382979
25,0.27973208306951725,0.9055851063829787
26,0.2694122502778439,0.9088818705673758
27,0.2797438036254112,0.9070534131205673
28,0.26975474284684403,0.9087987588652482
29,0.279354786302181,0.9020113031914894
30,0.2645588453779829,0.9093251329787234
31,0.2749373254940865,0.9066378546099291
32,0.2576441725200795,0.9127327127659575
33,0.2652151413420413,0.9081061613475178
34,0.25907416499041497,0.9104609929078014
35,0.26312804776937404,0.9103501773049646
36,0.25677552486353733,0.9108765514184397
37,0.26300528217503366,0.911042774822695
38,0.25332652603058103,0.9128435283687943
39,0.2539972204794275,0.9107103280141844
40,0.24942387894113013,0.9136469414893617
41,0.25489872456231016,0.9140625
42,0.247867521453411,0.914201019503546
43,0.2522990296178676,0.9158632535460992
44,0.2553398482342984,0.9113198138297872
45,0.2496702125731935,0.9137300531914894
46,0.24438963537203504,0.9159740691489362
47,0.2446374477858239,0.9153922872340425
48,0.2414446252774685,0.9138408687943262
49,0.2445424681014203,0.9152537677304965
