epoch,train loss,train acc
0,0.8068877372969973,0.7575354609929078
1,0.45771834159151037,0.8528368794326242
2,0.36806516856589216,0.8830064273049646
3,0.32742883106495474,0.8924534574468085
4,0.27661749577902733,0.9072473404255319
5,0.24372836154826144,0.9169160017730497
6,0.21427934014416755,0.9258920656028369
7,0.18616445695466183,0.9383588209219859
8,0.16801948988057197,0.9420157358156029
9,0.15635575766259052,0.9461159131205673
10,0.13043379890633391,0.9562555407801417
11,0.11462221683022823,0.9596908244680851
12,0.09963691916237487,0.9667276152482269
13,0.08841361537417199,0.9707446808510638
14,0.07951826475402142,0.9730718085106383
15,0.06707911867093533,0.9786402925531915
16,0.05842681387637524,0.981853945035461
17,0.05248517218105336,0.9837655141843971
18,0.048877759103445294,0.9854831560283689
19,0.04299491465567274,0.9876994680851063
20,0.038606210116376265,0.9878656914893617
21,0.038714202834253614,0.9881150265957447
22,0.031757335119107936,0.9907191932624114
23,0.03086666955037954,0.9911070478723404
24,0.027599336797411136,0.9931571365248226
25,0.027693165803050743,0.9922983156028369
26,0.024822272082909623,0.9929078014184397
27,0.02164177881910446,0.9941821808510638
28,0.022428734307276443,0.9942375886524822
29,0.01910794762141527,0.9950964095744681
30,0.01807313103308069,0.9951795212765957
31,0.012704973802604574,0.996980274822695
32,0.009645910194252637,0.9985039893617021
33,0.007621540361024598,0.9990857712765957
34,0.006589287842445551,0.9994182180851063
35,0.0047882851485678175,0.9996675531914894
36,0.0034758157847310477,0.9998337765957447
37,0.002588793530099173,0.9999168882978723
38,0.004709158647567668,0.999251994680851
39,0.007384693606736812,0.9988918439716311
40,0.005109863553909545,0.999251994680851
41,0.004822107879048649,0.9991688829787234
42,0.0048380418423008414,0.999251994680851
43,0.003480890183709562,0.9998337765957447
44,0.001969912756937853,1.0
45,0.0017047786931606366,1.0
46,0.0017391572052494009,1.0
47,0.001503453265499086,1.0
48,0.0012118264183184093,1.0
49,0.0012518371990386475,0.9999168882978723
50,0.002032013437859318,0.9996675531914894
51,0.001205386606941713,1.0
52,0.0013160445192392837,0.9998337765957447
53,0.0014080159784730603,0.9998337765957447
54,0.0017467234679993163,0.9996675531914894
55,0.0029313120039853643,0.999501329787234
56,0.001977101022853179,0.9998337765957447
57,0.004247640794579019,0.9990026595744681
58,0.004064809228788982,0.9993351063829787
59,0.002593719499542358,0.9996398492907801
60,0.0031475680905017765,0.999501329787234
61,0.0014724127472715174,0.9999168882978723
62,0.0013614080002917809,0.9999168882978723
63,0.0008675755395435114,1.0
64,0.0007519041654960986,1.0
65,0.0008675473360741075,1.0
66,0.0007431806458972712,1.0
67,0.0006691200511302165,1.0
68,0.0006331076828188243,1.0
69,0.0006322394523947955,1.0
